time,yaw_A,pitch_A,yaw_B,pitch_B,yaw_diff,pitch_diff,is_facing
636.524173,1.860249,82.028297,-97.5028,-34.737194,99.36304899999999,116.765491,False
636.635814,-2.388916,81.920662,-90.510521,-34.10038,88.121605,116.021042,False
636.733462,-5.173832,81.813705,-78.284996,-33.242264,73.111164,115.055969,False
636.831503,-7.010706,81.758827,-63.997845,-31.030052,56.987139,112.788879,False
636.928885,-8.706115,81.600822,-50.015381,-28.854052,41.309265999999994,110.45487399999999,False
637.025982,-9.103666,81.574326,-38.335083,-28.040327,29.231416999999997,109.614653,False
637.136441,-9.850083,81.526649,-29.076941,-28.166414,19.226858,109.69306300000001,False
637.224128,-9.367657,81.540352,-19.892134,-27.792788,10.524477,109.33314,False
637.327725,-9.339721,81.499542,-4.918455,-27.364367,4.421266000000001,108.863909,False
637.425499,-9.512086,81.463081,4.917546,-28.110929,14.429632,109.57401,False
637.534308,-8.909551,81.571327,15.635386,-29.276052,24.544937,110.84737899999999,False
637.631199,-7.562224,81.726593,23.170338,-29.449312,30.732562,111.175905,False
637.727075,-7.185633,81.841003,27.513201,-30.27994,34.698834,112.120943,False
637.836124,-6.09303,81.95134,25.267134,-31.181402,31.360163999999997,113.13274200000001,False
637.928735,-4.904474,82.007019,21.251173,-31.854687,26.155647000000002,113.861706,False
638.03628,-3.022283,82.108398,14.770029,-32.569271,17.792312,114.677669,False
638.129156,-1.188344,82.137794,10.014923,-32.706173,11.203267,114.84396699999999,False
638.235768,0.716114,82.175117,4.433585,-32.41507,3.7174709999999997,114.590187,False
638.32867,2.484972,82.084663,1.145821,-32.104042,1.339151,114.188705,False
638.436474,5.403456,82.050835,-1.714197,-32.251141,7.117653000000001,114.301976,False
638.525323,7.760012,82.062531,-7.25131,-32.092548,15.011322,114.155079,False
638.628869,9.651007,82.051582,-19.118816,-31.206127,28.769823,113.25770899999999,False
638.736377,12.82508,82.200966,-45.686958,-27.897823,58.512038,110.098789,False
638.826926,14.657887,82.309242,-73.3853,-24.149252,88.043187,106.458494,False
638.933406,16.676949,82.41169,-110.098946,-17.002073,126.77589499999999,99.41376299999999,False
639.023657,17.113541,82.475716,-137.960938,-12.382156,155.074479,94.857872,False
639.130245,18.340853,82.526833,-156.934052,-9.795504,175.27490500000002,92.32233699999999,False
639.22558,18.00621,82.565536,-170.433365,-9.503284,171.56042499999998,92.06881999999999,False
639.337329,16.55167,82.536919,-179.971329,-10.562678,163.477001,93.099597,False
639.431157,15.08997,82.544334,173.176361,-11.755922,158.08639100000002,94.300256,False
639.524196,12.513131,82.567245,165.519638,-11.521115,153.006507,94.08836,False
639.635572,8.569311,82.536621,158.719284,-9.960217,150.149973,92.496838,False
639.722985,4.127382,82.475922,152.552338,-7.311983,148.42495599999998,89.787905,False
639.836758,-1.334485,82.25502,141.680801,-6.77697,143.015286,89.03199000000001,False
639.937534,-6.735818,81.989616,130.879837,-6.515204,137.615655,88.50482,False
640.034192,-10.203923,81.727478,119.222618,-6.728571,129.426541,88.45604900000001,False
640.124516,-12.856675,81.504852,115.900246,-5.005805,128.756921,86.510657,False
640.23157,-15.919131,81.215195,114.505424,-5.746831,130.424555,86.962026,False
640.326027,-17.499098,81.011681,113.152527,-6.000134,130.651625,87.011815,False
640.434015,-17.053677,80.974037,110.97197,-5.693045,128.025647,86.667082,False
640.529451,-15.967964,81.042656,110.299995,-5.110832,126.26795899999999,86.153488,False
640.623017,-14.339993,81.153297,110.546524,-3.967563,124.886517,85.12086,False
640.732402,-11.971469,81.291885,110.802979,-2.289941,122.77444799999999,83.58182599999999,False
640.836668,-9.711799,81.450882,109.973938,-0.040607,119.685737,81.49148899999999,False
640.931157,-7.588553,81.605125,109.003479,1.317422,116.592032,80.28770300000001,False
641.038167,-4.943557,81.814758,108.503975,-1.57143,113.447532,83.386188,False
